benchmark,model,surface,run,item_id,vote,annotation_type,source_file
gsm8k,Claude Haiku,API,2026-03-12_23-08-48,47,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,Claude Haiku,API,2026-03-12_23-08-48,65,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,Claude Haiku,API,2026-03-12_23-08-48,118,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,Claude Haiku,API,2026-03-12_23-08-48,221,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,Claude Opus,API,2026-03-13_04-08-58,112,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,Claude Opus,API,2026-03-13_04-08-58,162,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,Claude Opus,API,2026-03-13_04-08-58,221,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,Claude Sonnet,API,2026-03-12_23-08-48,47,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,Claude Sonnet,API,2026-03-12_23-08-48,112,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,Claude Sonnet,API,2026-03-12_23-08-48,221,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,ChatGPT Instant,Interface,2026-03-09_15-02-10/session_00,136,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,ChatGPT Instant,API,2026-03-09_12-06-41/session_03,47,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,ChatGPT Instant,API,2026-03-09_12-06-41/session_03,205,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,ChatGPT Thinking,API,2026-03-09_12-06-41/session_03,47,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,ChatGPT Thinking,API,2026-03-09_12-06-41/session_03,65,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,Gemini Fast,Interface,2026-03-16_23-47-51-gemini-gsm8k/session_00,131,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,Gemini Fast,Interface,2026-03-16_23-47-51-gemini-gsm8k/session_00,148,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,Gemini Fast,Interface,2026-03-16_23-47-51-gemini-gsm8k/session_00,172,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,Gemini Thinking,Interface,2026-03-14_19-21-47-gemini-gsm8k/session_01,148,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,Gemini Fast,API,2026-03-14_14-41-04-gemini-gsm8k/session_00,21,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,Gemini Fast,API,2026-03-14_14-41-04-gemini-gsm8k/session_00,47,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,Gemini Fast,API,2026-03-14_14-41-04-gemini-gsm8k/session_00,65,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,Gemini Fast,API,2026-03-14_14-41-04-gemini-gsm8k/session_00,139,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,Gemini Fast,API,2026-03-14_14-41-04-gemini-gsm8k/session_00,221,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,Gemini Thinking,API,2026-03-14_19-21-47-gemini-gsm8k/session_00,47,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
gsm8k,Gemini Thinking,API,2026-03-14_19-21-47-gemini-gsm8k/session_00,65,disagree,extractor,extractor_votes_arc_gsm8k_2026-05-25.json
hellaswag,Claude Haiku,API,2026-05-24_00-37-27-hellaswag,13,disagree,extractor,hellaswag_extractor_votes_2026-05-24.json
hellaswag,Claude Haiku,API,2026-05-24_00-37-27-hellaswag,23,disagree,extractor,hellaswag_extractor_votes_2026-05-24.json
hellaswag,ChatGPT Instant,Interface,2026-05-24_00-45-48-hellaswag/session_00,26,disagree,extractor,hellaswag_extractor_votes_2026-05-24.json
hellaswag,ChatGPT Instant,Interface,2026-05-24_00-45-48-hellaswag/session_00,33,disagree,extractor,hellaswag_extractor_votes_2026-05-24.json
hellaswag,ChatGPT Instant,Interface,2026-05-24_00-45-48-hellaswag/session_00,48,disagree,extractor,hellaswag_extractor_votes_2026-05-24.json
hellaswag,ChatGPT Instant,Interface,2026-05-24_00-45-48-hellaswag/session_00,50,disagree,extractor,hellaswag_extractor_votes_2026-05-24.json
hellaswag,ChatGPT Instant,Interface,2026-05-24_00-45-48-hellaswag/session_00,67,disagree,extractor,hellaswag_extractor_votes_2026-05-24.json
hellaswag,ChatGPT Instant,Interface,2026-05-24_00-45-48-hellaswag/session_00,72,disagree,extractor,hellaswag_extractor_votes_2026-05-24.json
hellaswag,ChatGPT Thinking,Interface,2026-05-24_00-43-29-hellaswag/session_01,46,disagree,extractor,hellaswag_extractor_votes_2026-05-24.json
hellaswag,ChatGPT Instant,API,2026-05-24_00-45-48-hellaswag/session_03,20,disagree,extractor,hellaswag_extractor_votes_2026-05-24.json
hellaswag,ChatGPT Instant,API,2026-05-24_00-45-48-hellaswag/session_03,54,disagree,extractor,hellaswag_extractor_votes_2026-05-24.json
hellaswag,ChatGPT Instant,API,2026-05-24_00-45-48-hellaswag/session_03,64,disagree,extractor,hellaswag_extractor_votes_2026-05-24.json
hellaswag,ChatGPT Instant,API,2026-05-24_00-45-48-hellaswag/session_03,79,disagree,extractor,hellaswag_extractor_votes_2026-05-24.json
hellaswag,ChatGPT Instant,API,2026-05-24_00-45-48-hellaswag/session_03,81,disagree,extractor,hellaswag_extractor_votes_2026-05-24.json
hellaswag,ChatGPT Instant,API,2026-05-24_00-45-48-hellaswag/session_03,88,disagree,extractor,hellaswag_extractor_votes_2026-05-24.json
hellaswag,ChatGPT Instant,API,2026-05-24_00-45-48-hellaswag/session_03,93,disagree,extractor,hellaswag_extractor_votes_2026-05-24.json
aa-omniscience,ChatGPT Instant,API,sample100,77,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,596,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,API,sample100,560,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,532,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,API,sample100,535,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,498,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,56,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,279,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,297,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,260,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,350,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,API,sample100,189,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,441,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,API,sample100,288,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,10,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,588,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,79,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,70,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,138,disagree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,537,disagree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,576,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,API,sample100,276,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,119,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,API,sample100,182,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,401,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,299,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,94,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,350,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,481,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,454,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,369,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,200,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,API,sample100,265,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,111,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,518,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,117,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,87,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,178,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,498,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,275,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,API,sample100,433,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,API,sample100,592,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,87,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,593,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,285,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,150,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,138,disagree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,287,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,149,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,16,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,85,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,596,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,212,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,232,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,376,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,API,sample100,597,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,585,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,566,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,76,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,435,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,209,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,269,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,74,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,74,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,11,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,80,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,480,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,285,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,366,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,516,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,361,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,587,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,518,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,API,sample100,538,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,463,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,549,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,213,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,235,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,77,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,83,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,10,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,276,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,API,sample100,585,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,47,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,64,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,API,sample100,83,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,249,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,539,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,API,sample100,299,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,549,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,183,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,465,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,245,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,197,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,510,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,Interface,sample100,235,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Thinking,Interface,sample100,576,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,430,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,481,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
aa-omniscience,ChatGPT Instant,API,sample100,209,agree,grader_sample,aa_omni_annotations_sample100_2026-05-25.csv
